id,doi,title,year,field,subfield,topic,container_title,publisher,authors,type,community,in_degree,out_degree,degree,eigenvector,pagerank,betweenness,PC1_score,bridging_centrality
W4308485573,https://doi.org/10.1038/s41467-022-34230-8,In-sensor reservoir computing system for latent fingerprint recognition with deep ultraviolet photo-synapses and memristor array,2022,Engineering,Electrical and Electronic Engineering,Advanced Memory and Neural Computing,Nature Communications,Nature Portfolio,Zhongfang Zhang; Xiaolong Zhao; Xumeng Zhang; Xiaohu Hou; Xiaolan Ma; Shuangzhu Tang; Ying Zhang; Guangwei Xu; Qi Liu; Shibing Long,article,2.0,3.0,2.0,5.0,1.198348310499105e-15,0.0003531680773508,4.4007861489469485e-06,-0.1951000646795381,6.377950940502824e-08
W4318046961,https://doi.org/10.1038/s41467-023-36117-8,Enhanced gain and detectivity of unipolar barrier solar blind avalanche photodetector via lattice and band engineering,2023,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Nature Communications,Nature Portfolio,Qingyi Zhang; Ning Li; Tao Zhang; Dianmeng Dong; Yongtao Yang; Yuehui Wang; Zhengang Dong; Jiaying Shen; Tianhong Zhou; Yuanlin Liang; Weihua Tang; Zhenping Wu; Yang Zhang; Jianhua Hao,article,2.0,8.0,8.0,16.0,6.6958683632985185e-15,0.0004312009923704,0.0002402951357314,0.3031662869527128,5.22380729850877e-07
W2929602740,https://doi.org/10.1149/2.0341907jss,Editors' Choice—Review—Theory and Characterization of Doping and Defects in β-Ga<sub>2</sub>O<sub>3</sub>,2019,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,ECS Journal of Solid State Science and Technology,Institute of Physics,Marko J. Tadjer; John L. Lyons; Neeraj Nepal; Jaime A. Freitas; Andrew D. Koehler; Geoffrey M. Foster,article,4.0,56.0,6.0,62.0,0.0140944052704477,0.0043319078337431,0.0004337587781538,2.94259166024612,0.0002168793890769152
W2965466742,https://doi.org/10.1109/led.2019.2931697,Vertical Ga<sub>2</sub>O<sub>3</sub>Schottky Barrier Diodes With Small-Angle Beveled Field Plates: A Baliga’s Figure-of-Merit of 0.6 GW/cm<sup>2</sup>,2019,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,IEEE Electron Device Letters,Institute of Electrical and Electronics Engineers,Noah Allen; Ming Xiao; Xiaodong Yan; Kohei Sasaki; Marko J. Tadjer; Jiahui Ma; Ruizhe Zhang; Han Wang; Yuhao Zhang,article,1.0,50.0,3.0,53.0,0.0054710534563303,0.0040704231376899,3.629335523936317e-05,2.183525139133011,0.0
W3042514039,https://doi.org/10.1063/5.0010052,A 1.86-kV double-layered NiO/<b> <i>β</i> </b>-Ga2O3 vertical p–n heterojunction diode,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Applied Physics Letters,American Institute of Physics,Hehe Gong; Xuanhu Chen; Yang Xu; Fangfang Ren; Shulin Gu; Jiandong Ye,article,1.0,53.0,3.0,56.0,0.0007815300045791,0.002511751151731,2.0508335755752662e-05,2.0363320423824343,1.0254167877876333e-05
W2978319100,https://doi.org/10.1002/adfm.201906040,3D Solar‐Blind Ga<sub>2</sub>O<sub>3</sub> Photodetector Array Realized Via Origami Method,2019,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Advanced Functional Materials,Wiley,Yancheng Chen; Ying‐Jie Lu; Meiyong Liao; Yongzhi Tian; Qian Liu; Chaojun Gao; Xun Yang; Chong‐Xin Shan,article,2.0,27.0,2.0,29.0,0.000703371832256,0.0020186155956309,2.436281211102348e-05,0.9477787149967634,2.706979123447053e-06
W3201748797,https://doi.org/10.1002/adma.202106923,High‐Performance Harsh‐Environment‐Resistant GaO<sub>X</sub> Solar‐Blind Photodetectors via Defect and Doping Engineering,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Advanced Materials,,Xiaohu Hou; Xiaolong Zhao; Ying Zhang; Zhongfang Zhang; Yan Liu; Yuan Qin; Pengju Tan; Chen Chen; Shunjie Yu; Mengfan Ding; Guangwei Xu; Qin Hu; Shibing Long,article,2.0,11.0,5.0,16.0,3.907612082471899e-05,0.0006534987074378,3.6872189622072346e-05,0.2385849331882686,7.845146728100499e-07
W4205816089,https://doi.org/10.1063/5.0076962,Growth of bulk β-Ga2O3 single crystals by the Czochralski method,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Applied Physics,American Institute of Physics,Zbigniew Galazka,article,1.0,13.0,12.0,25.0,4.839294757912018e-13,0.0006718047593566,0.0003236761086897,0.6697523240134114,1.938180291555368e-06
W2980128752,https://doi.org/10.1109/tpel.2019.2946367,Progress of Ultra-Wide Bandgap Ga<sub>2</sub>O<sub>3</sub> Semiconductor Materials in Power MOSFETs,2019,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,IEEE Transactions on Power Electronics,Institute of Electrical and Electronics Engineers,Hongpeng Zhang; Lei Yuan; Xiao-Yan Tang; Jichao Hu; Jianwu Sun; Yimen Zhang; Yuming Zhang; Renxu Jia,article,1.0,31.0,9.0,40.0,0.0023836461375502,0.0016675367180685,0.0003783467217323,1.494658687581474,3.4395156521121834e-05
W3087884129,https://doi.org/10.1088/1361-6463/abbb45,Review of polymorphous Ga<sub>2</sub>O<sub>3</sub>materials and their solar-blind photodetector applications,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Physics D Applied Physics,Institute of Physics,Xiaohu Hou; Yanni Zou; Mengfan Ding; Yuan Qin; Zhongfang Zhang; Xiaolan Ma; Pengju Tan; Shunjie Yu; Xuanzhe Zhou; Xiaolong Zhao; Guangwei Xu; Haiding Sun; Shibing Long,article,2.0,22.0,7.0,29.0,0.000273533027655,0.0011620659714735,0.0007075628940771,1.233839722573318,7.950144877270854e-06
W3126641858,https://doi.org/10.1088/1361-6463/abe158,Progress in state-of-the-art technologies of Ga<sub>2</sub>O<sub>3</sub>devices,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Physics D Applied Physics,Institute of Physics,Chenlu Wang; Jincheng Zhang; Shengrui Xu; Chunfu Zhang; Qian Feng; Yachao Zhang; Jing Ning; Shenglei Zhao; Hong Zhou; Yue Hao,article,1.0,25.0,7.0,32.0,5.3627319672059015e-11,0.0011433575532867,0.0001703335403478,0.973155294378766,1.3102580026761114e-05
W3172024823,https://doi.org/10.1109/led.2021.3089945,High-k Oxide Field-Plated Vertical (001) β-Ga<sub>2</sub>O<sub>3</sub>Schottky Barrier Diode With Baliga’s Figure of Merit Over 1 GW/cm<sup>2</sup>,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,IEEE Electron Device Letters,Institute of Electrical and Electronics Engineers,Saurav Roy; Arkka Bhattacharyya; Praneeth Ranga; Heather Splawn; Jacob H. Leach; Sriram Krishnamoorthy,article,1.0,28.0,3.0,31.0,3.445242074666098e-10,0.0012875768348363,9.980253811311376e-05,0.9691611679359956,4.339240787526686e-06
W3122996276,https://doi.org/10.1063/5.0038349,Low defect density and small I−V curve hysteresis in NiO/<b> <i>β</i> </b>-Ga2O3 pn diode with a high PFOM of 0.65 GW/cm2,2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Applied Physics Letters,American Institute of Physics,Weibing Hao; Qiming He; Kai Zhou; Guangwei Xu; Wenhao Xiong; Xuanze Zhou; Guangzhong Jian; Chen Chen; Xiaolong Zhao; Shibing Long,article,1.0,33.0,5.0,38.0,0.0001563047709538,0.0012194235497249,0.0001016649677707,1.2050081370746042,1.2708120971346275e-05
W4229444882,https://doi.org/10.1016/j.pquantelec.2022.100397,Recent advances in optoelectronic and microelectronic devices based on ultrawide-bandgap semiconductors,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Progress in Quantum Electronics,Elsevier BV,Jialin Yang; Kewei Liu; Xing Chen; Dezhen Shen,article,1.0,2.0,14.0,16.0,2.2001186312314444e-15,0.0003198739392574,5.738968461968937e-05,0.0627157055891951,6.238009197792323e-07
W3135295779,https://doi.org/10.1109/led.2021.3062851,"Demonstration of the p-NiO<sub>x</sub>/n-Ga<sub>2</sub>O<sub>3</sub> Heterojunction Gate FETs and Diodes With BV<sup>2</sup>/R<sub>on,sp</sub> Figures of Merit of 0.39 GW/cm<sup>2</sup> and 1.38 GW/cm<sup>2</sup>",2021,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,IEEE Electron Device Letters,Institute of Electrical and Electronics Engineers,Chenlu Wang; Hehe Gong; Weina Lei; Yuncong Cai; Zhuangzhuang Hu; Shengrui Xu; Zhihong Liu; Qian Feng; Hong Zhou; Jiandong Ye; Jincheng Zhang; Rong Zhang; Yue Hao,article,1.0,31.0,7.0,38.0,3.907624935644462e-05,0.0010513523755292,0.0001276977971895,1.1686346475781426,4.403372316880753e-06
W4385240096,https://doi.org/10.1038/s41467-023-40194-0,An avalanche-and-surge robust ultrawide-bandgap heterojunction for power electronics,2023,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Nature Communications,Nature Portfolio,Feng Zhou; Hehe Gong; Ming Xiao; Yunwei Ma; Zhengpeng Wang; Xinxin Yu; Li Li; Lan Fu; Hark Hoe Tan; Yi Yang; Fangfang Ren; Shulin Gu; Youdou Zheng; Hai Lu; Rong Zhang; Yuhao Zhang; Jiandong Ye,article,1.0,2.0,17.0,19.0,9.884429993922191e-17,0.0002946812435117,0.0001183490165402,0.1680319953117466,1.7327820869725215e-07
W4383874078,https://doi.org/10.1021/acs.jpclett.3c01368,Bandgap Engineering and Oxygen Vacancy Defect Electroactivity Inhibition in Highly Crystalline N-Alloyed Ga<sub>2</sub>O<sub>3</sub> Films through Plasma-Enhanced Technology,2023,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,The Journal of Physical Chemistry Letters,American Chemical Society,Huaile He; Chao Wu; Haizheng Hu; Shunli Wang; Fabi Zhang; Daoyou Guo; Fengmin Wu,article,2.0,4.0,13.0,17.0,1.9657798976676696e-16,0.0003833729456293,0.0002363336231669,0.2491242539896629,3.8365847916710904e-07
W4287959398,https://doi.org/10.1063/5.0097564,Demonstration of 4.7 kV breakdown voltage in NiO/<b> <i>β</i> </b>-Ga2O3 vertical rectifiers,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Applied Physics Letters,American Institute of Physics,Jian-Sian Li; Chao-Ching Chiang; Xinyi Xia; Timothy Jinsoo Yoo; F. Ren; Honggyu Kim; S. J. Pearton,article,1.0,14.0,23.0,37.0,4.10815124553238e-12,0.0005606841620523,0.0004195658910208,1.0048274898867142,1.6986473320681399e-06
W4312909914,https://doi.org/10.1109/led.2022.3229222,2.5 kV Vertical Ga<sub>2</sub>O<sub>3</sub> Schottky Rectifier With Graded Junction Termination Extension,2022,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,IEEE Electron Device Letters,Institute of Electrical and Electronics Engineers,Boyan Wang; Ming Xiao; Joseph Spencer; Yuan Qin; Kohei Sasaki; Marko J. Tadjer; Yuhao Zhang,article,1.0,5.0,12.0,17.0,3.2815196969709994e-14,0.0003920223296624,9.169084758204892e-05,0.167266451609887,2.298016230126539e-07
W4317037160,https://doi.org/10.35848/1347-4065/acb3d3,"Recent progress of Ga<sub>2</sub>O<sub>3</sub> power technology: large-area devices, packaging and applications",2023,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Japanese Journal of Applied Physics,Institute of Physics,Yuan Qin; Zhengpeng Wang; Kohei Sasaki; Jiandong Ye; Yuhao Zhang,article,1.0,1.0,27.0,28.0,2.1512517863176723e-15,0.0002828576480044,3.576586230372639e-05,0.2906243371842837,9.486966128309387e-08
W4390916644,https://doi.org/10.1002/adom.202302294,Enhanced Performance of Gallium‐Based Wide Bandgap Oxide Semiconductor Heterojunction Photodetector for Solar‐Blind Optical Communication via Oxygen Vacancy Electrical Activity Modulation,2024,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Advanced Optical Materials,Wiley,Chao Wu; Tianli Zhao; Huaile He; Haizheng Hu; Zeng Liu; Shunli Wang; Fabi Zhang; Qinfeng Wang; Aiping Liu; Fengmin Wu; Daoyou Guo,article,2.0,0.0,11.0,11.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.1264857089710762,0.0
W4380883083,https://doi.org/10.1088/1674-4926/44/6/061802,Recent advances in NiO/Ga<sub>2</sub>O<sub>3</sub> heterojunctions for power electronics,2023,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Semiconductors,IOP Publishing,Xing Lü; Yuxin Deng; Yanli Pei; Zimin Chen; Gang Wang,article,1.0,4.0,24.0,28.0,1.9657798976676696e-16,0.0003422027990625,9.158151833658758e-05,0.3866523255624067,2.0719800528639724e-07
W4385727169,https://doi.org/10.1038/s41467-023-40588-0,Universal radiation tolerant semiconductor,2023,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Nature Communications,Nature Portfolio,Alexander Azarov; Javier García‐Fernández; J. Zhao; Flyura Djurabekova; Huan He; Ru He; Øystein Prytz; Lasse Vines; Umutcan Bektas; Paul Chekhonin; Nico Klingner; Gregor Hlawacek; Andrej Kuznetsov,article,4.0,1.0,6.0,7.0,1.1006146206715602e-15,0.000282579839613,4.640332487196365e-05,-0.1638229582865272,5.987525789930793e-08
W4363677552,https://doi.org/10.1063/5.0137935,2.1 kV (001)-<b> <i>β</i> </b>-Ga2O3 vertical Schottky barrier diode with high-k oxide field plate,2023,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Applied Physics Letters,American Institute of Physics,Saurav Roy; Arkka Bhattacharyya; Carl Peterson; Sriram Krishnamoorthy,article,1.0,1.0,9.0,10.0,4.997745502544926e-17,0.0002833085635509,2.730984312289773e-07,-0.12961538762783,5.785983712478333e-10
W4387648739,https://doi.org/10.1016/j.chip.2023.100072,Wide bandgap semiconductor-based integrated circuits,2023,Engineering,Electrical and Electronic Engineering,Semiconductor materials and devices,Chip,Elsevier BV,Saravanan Yuvaraja; Vishal Khandelwal; Xiao Tang; Xiaohang Li,article,2.0,0.0,4.0,4.0,1.1106101116766506e-18,0.0002681449902697,0.0,-0.2804052801771556,0.0
W4320487027,https://doi.org/10.1016/j.jallcom.2023.169274,High-performance self-powered ultraviolet photodetector based on Ga2O3/GaN heterostructure for optical imaging,2023,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Alloys and Compounds,Elsevier BV,Siyu Feng; Zitong Liu; Lizhi Feng; Junchao Wang; Hanning Xu; Lijie Deng; Ouxiang Zhou; Xin Jiang; Baodan Liu; Xinglai Zhang,article,2.0,1.0,6.0,7.0,4.997745502544926e-17,0.0002801162323338,2.1691818251901622e-06,-0.1946170294039939,1.822841869907699e-08
W4319459299,https://doi.org/10.1109/ted.2023.3241885,Improved Vertical β-Ga<sub>2</sub>O<sub>3</sub> Schottky Barrier Diodes With Conductivity-Modulated p-NiO Junction Termination Extension,2023,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,IEEE Transactions on Electron Devices,Institute of Electrical and Electronics Engineers,Weibing Hao; Feihong Wu; Wenshen Li; Guangwei Xu; Xuan Xie; Kai Zhou; Wei Guo; Xuanze Zhou; Qiming He; Xiaolong Zhao; Shu Yang; Shibing Long,article,1.0,1.0,9.0,10.0,4.997745502544926e-17,0.0002833085635509,1.21569209317842e-05,-0.1214138017697572,3.493368083846035e-08
W2913129641,https://doi.org/10.1088/1674-1056/28/1/017105,Review of gallium oxide based field-effect transistors and Schottky barrier diodes,2019,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Chinese Physics B,IOP Publishing,Zeng Liu; Peigang Li; Yusong Zhi; Xiaolong Wang; Xulong Chu; Weihua Tang,article,2.0,28.0,3.0,31.0,0.0207787665578249,0.0025170740490309,0.0001484598377777,1.512423772279278,0.0
W2964089346,https://doi.org/10.1109/led.2019.2930189,Lateral 1.8 kV $\beta$ -Ga<sub>2</sub>O<sub>3</sub> MOSFET With 155 MW/cm<sup>2</sup> Power Figure of Merit,2019,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,IEEE Electron Device Letters,Institute of Electrical and Electronics Engineers,Kornelius Tetzner; Eldad Bahat‐Treidel; Oliver Hilt; Andreas Popp; Saud Bin Anooz; G. Wagner; Andreas Thies; Karina Ickert; Hassan Gargouri; Joachim Würfl,article,1.0,36.0,2.0,38.0,0.0060574097440576,0.0033618151766693,5.89576783336843e-05,1.5650015343322496,0.0
W3008802178,https://doi.org/10.1063/1.5140742,Self-trapped hole and impurity-related broad luminescence in <i>β</i>-Ga2O3,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Applied Physics,American Institute of Physics,Ymir Kalmann Frodason; K. M. Johansen; Lasse Vines; Joel B. Varley,article,4.0,31.0,1.0,32.0,0.0005471490515633,0.0014815999444401,0.0,1.0042452166746592,0.0
W2963355303,https://doi.org/10.1063/1.5089559,Thermal conductance across β-Ga2O3-diamond van der Waals heterogeneous interfaces,2019,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,APL Materials,American Institute of Physics,Zhe Cheng; Luke Yates; Jingjing Shi; Marko J. Tadjer; Karl D. Hobart; Samuel Graham,article,5.0,26.0,1.0,27.0,0.0184898795807499,0.00332480306304,0.0,1.3336373008438889,0.0
W3033420461,https://doi.org/10.1021/acsami.0c04173,Tunable Properties of Novel Ga<sub>2</sub>O<sub>3</sub> Monolayer for Electronic and Optoelectronic Applications,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,ACS Applied Materials & Interfaces,American Chemical Society,Yikai Liao; Zhaofu Zhang; Zhibin Gao; Qingkai Qian; Mengyuan Hua,article,2.0,10.0,2.0,12.0,2.468641944032622e-13,0.0007400683574224,4.681687392496753e-06,0.1200200231268681,0.0
W2951197788,https://doi.org/10.1109/tcpmt.2019.2923356,Device-Level Thermal Management of Gallium Oxide Field-Effect Transistors,2019,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,IEEE Transactions on Components Packaging and Manufacturing Technology,Institute of Electrical and Electronics Engineers,Bikramjit Chatterjee; Ke Zeng; Christopher Nordquist; Uttam Singisetti; Sukwon Choi,article,5.0,28.0,3.0,31.0,0.0059013259639036,0.0019028963129655,2.1396476738797043e-05,1.0885383032332565,1.0698238369398521e-05
W3000075004,https://doi.org/10.1063/1.5135772,"Substrate-orientation dependence of β-Ga2O3 (100), (010), (001), and (2¯01) homoepitaxy by indium-mediated metal-exchange catalyzed molecular beam epitaxy (MEXCAT-MBE)",2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,APL Materials,American Institute of Physics,Piero Mazzolini; Andreas Falkenstein; Charlotte Wouters; Robert Schewski; T. Markurt; Zbigniew Galazka; Manfred Martin; M. Albrecht; Oliver Bierwagen,article,1.0,26.0,2.0,28.0,0.0001563052391358,0.0016033534698506,1.0586492659523138e-05,0.8444882169101495,5.293246329761569e-06
W2980439435,https://doi.org/10.1039/c9tc04912f,A high-performance ultraviolet solar-blind photodetector based on a β-Ga<sub>2</sub>O<sub>3</sub> Schottky photodiode,2019,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Materials Chemistry C,Royal Society of Chemistry,Zeng Liu; Xia Wang; Yuanyuan Liu; Daoyou Guo; Shan Li; Zuyong Yan; Chee‐Keong Tan; Wanjun Li; Peigang Li; Weihua Tang,article,2.0,16.0,9.0,25.0,0.001484931315347,0.0011313433430142,0.0001692818444083,0.6908516785116722,1.4106820367360014e-05
W2995099289,https://doi.org/10.1088/1361-6641/ab6102,Gallium oxide-based solar-blind ultraviolet photodetectors,2019,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Semiconductor Science and Technology,IOP Publishing,Xuanhu Chen; Fangfang Ren; Jiandong Ye; Shulin Gu,article,4.0,16.0,13.0,29.0,0.0003126209773453,0.0010400754316536,0.0003226195014106,0.8535109207705472,2.9329045582784505e-05
W3008025124,https://doi.org/10.1109/led.2020.2974515,Lateral β-Ga<sub>2</sub>O<sub>3</sub> MOSFETs With High Power Figure of Merit of 277 MW/cm<sup>2</sup>,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,IEEE Electron Device Letters,Institute of Electrical and Electronics Engineers,Yuanjie Lv; Hongyu Liu; Xingye Zhou; Yuangang Wang; Xubo Song; Yuncong Cai; Qinglong Yan; Chenlu Wang; Shixiong Liang; Jincheng Zhang; Zhihong Feng; Hong Zhou; Shujun Cai; Yue Hao,article,1.0,28.0,3.0,31.0,0.0007815243814344,0.0017632464447712,5.283711519297775e-05,1.0022848269332991,3.7740796566412678e-06
W3090432706,https://doi.org/10.1016/j.jmst.2020.09.015,Patterned growth of β-Ga2O3 thin films for solar-blind deep-ultraviolet photodetectors array and optical imaging application,2020,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Journal of Material Science and Technology,Elsevier BV,Chao Xie; Xingtong Lu; Yi Liang; Huahan Chen; Li Wang; Chunyan Wu; Di Wu; Wenhua Yang; Lin‐Bao Luo,article,2.0,14.0,3.0,17.0,7.815224486557162e-05,0.0007139312428104,6.324365167276763e-06,0.2978241775871333,7.027072408085292e-07
W2988766683,https://doi.org/10.1088/1361-6641/ab55fe,Lateral β-Ga<sub>2</sub>O<sub>3</sub> field effect transistors,2019,Materials Science,"Electronic, Optical and Magnetic Materials",Ga2O3 and related materials,Semiconductor Science and Technology,IOP Publishing,Kelson D. Chabak; Kevin Leedy; Andrew J. Green; Shin Mou; Adam T. Neal; Thaddeus J. Asel; Eric R. Heller; Nolan S. Hendricks; Kyle J. Liddy; Antonio Crespo; Nicholas C. Miller; Miles Lindquist; Neil Moser; Robert Fitch; Dennis E. Walker; Donald L. Dorsey; Gregg H. Jessen,article,1.0,26.0,3.0,29.0,0.000547074724502,0.0013586149477993,3.134817006141765e-05,0.8614686113591998,0.0
